user,waktu,barang,review,rating
Azem,10/03/2023,Pocari Sweat 2 liter,ok,5
J***n,10/03/2023,Spix Soba Mie pack isi 20 pcs,"Lapor gan,barang sudah sampai dirumah dengan selamat sentosa ￼
ente emang bener2 pantes dikasih ￼,sumveeh gan
ente emang orang yang ane nobatkan sebagai ￼
kapan2 ane mesen lagi yaak",5
Handayani,10/03/2023,Pepsodent Fresh Cool Mint 190gr,barang cepat sampai di tujuan dan dlm keadaan baik,5
Fatikhul,10/03/2023,Pepsodent Fresh Cool Mint 190gr,,5
Fatikhul,10/03/2023,sunlight 5000,"udah belanja disini beberapa kali.
mantap",5
A***a,10/03/2023,Pantene Shampoo Renceng,"alhamdulillah, sudah diterima ibu di kampung. lumayan buat persiapan lebaran, jd nanti mudik ga perlu nenteng² lagi",5
A***a,10/03/2023,Hilo School Renceng isi 10 sct,"alhamdulillah, sudah diterima ibu di kampung. lumayan buat persiapan lebaran, jd nanti mudik ga perlu nenteng² jajan lagi",5
A***a,10/03/2023,Inaco Jelly isi 25 pcs,"alhamdulillah, sudah diterima ibu di kampung. lumayan buat persiapan lebaran, jd nanti mudik ga perlu nenteng² jajan lagi",5
H***y,10/03/2023,momogi box 20 pcs,fast response,5
H***y,10/03/2023,Spix Soba Mie pack isi 20 pcs,fast response,5
H***y,10/03/2023,go potato biskuit kentang 20 pcs,fast response,5
H***y,10/03/2023,Nabati Roll's Box isi 20 pcs,fast response,5
H***y,10/03/2023,Fugu And Friends Snack pack isi 10 pcs,fast response,5
H***y,10/03/2023,Kenji Net Snack 5gr Renceng isi 10 pcs,fast response,5
H***y,10/03/2023,Mikako Pack isi 10 pcs,fast response,5
H***y,10/03/2023,Spix Mie Goreng Pack isi 20 pcs,fast response,5
D***e,10/03/2023,Oishi Pillow Snack Renceng isi 20 pcs,"Enak bgt sih, anak-anak pada sukaaa, langsung abis deh. Makasih penjual udah sabar dan fast respon pas ditanyain, langsung kirim hari itu juga. thanks. Maaf foto ga sesuai.",5
D***e,10/03/2023,energen renceng 10 sachet,"Termurah yg ada di Semarang sih, penjual jg fast respon, packing nya rapi dan aman, langsung dikirim. Top pokoknya, makasih seller. Maaf fotonya ga sesuai, langsung abis soalnya",5
R***a,10/03/2023,Nissin Walens Soes 100g,enak,5
Wahib,10/03/2023,Rinso Anti Noda 5.000,"Puas beli disini, pelayanan cepat, pengemasan bagus, barang bagus2 dan Murah.",5
Wahib,10/03/2023,Zinc Shampoo Renceng isi 12 sct,"Puas beli disini, pelayanan cepat, pengemasan bagus, barang bagus2 dan Murah.",5
s***o,10/03/2023,go potato biskuit kentang 20 pcs,tokonya recomended nih...fastrespon dan proses ke pengirimannya jg cepet banget. top...terima kasih.,5
s***o,10/03/2023,momogi box 20 pcs,tokonya recomended nih...fastrespon dan proses ke pengirimannya jg cepet banget. top...terima kasih.,5
s***o,10/03/2023,Oreo Roll,tokonya recomended nih...fastrespon dan proses ke pengirimannya jg cepet banget. top...terima kasih.,5
s***o,10/03/2023,Oishi Pillow Snack Renceng isi 20 pcs,tokonya recomended nih...fastrespon dan proses ke pengirimannya jg cepet banget. top...terima kasih.,5
Sisca,10/03/2023,Nissin Biskuit Kering Rasa Kopi 300gr,Rasa mantap..bakal order lagi,5
Cholid,10/03/2023,Hilo School Renceng isi 10 sct,good,5
lilis,10/03/2023,energen renceng 10 sachet,"barang nya yang datang cuma 1 renceng, padahal saya order 2 renceng",3
lilis,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,"respon penjual cepat, kondisi barang oke 👍",5
S***T,10/03/2023,Oishi Sponge Snack Renceng isi 10 pcs,👍👍👍,5
E***g,10/03/2023,energen renceng 10 sachet,cepat banget nyampe nya💗,5
M***y,10/03/2023,Inaco Jelly isi 25 pcs,"produk oke, kiriman cepat sampai. Trimakasih seller",5
P***s,10/03/2023,canon ball coklat box 24pcs,"beli 2 barang pakingnya aman... 
barang aman smp tujuan",5
P***s,10/03/2023,Gery Krekers Beras pack isi 10 sct,beli 2 barang paking nya aman .... bagus bs buat langganan ini...,5
n***a,10/03/2023,mie gemez enaak,Recommended seller. Mantap!,5
n***a,10/03/2023,tango wafle cranchox box 20pc,Recommended seller. Mantap!,5
n***a,10/03/2023,Pepsodent 225gr,Recommended seller. Mantap!,5
n***a,10/03/2023,Glico Pocky Colourful,Recommended seller. Mantap!,5
n***a,10/03/2023,Garuda Rosta Kacang Panggang 100gr,Recommended seller. Mantap!,5
n***a,10/03/2023,Delfi Hot Cocoa renceng isi 10 sct,Recommended seller. Mantap!,5
n***a,10/03/2023,Head And Shoulders Shampoo Renceng,Recommended seller. Mantap!,5
n***a,10/03/2023,Colgate Amino Power 180gr,Recommended seller. Mantap!,5
n***a,10/03/2023,Nabati Ahh Box isi 10 pcs,Recommended seller. Mantap!,5
n***a,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,Recommended seller. Mantap!,5
Siti,10/03/2023,Molto Renceng 500 isi 12 sct,"Alhamdulillah paketannya udah sampee,lengkap utuh dan dpt cb jugaaa😍😍",5
Dona,10/03/2023,energen renceng 10 sachet,"makasih banyak kak,😍",5
Dona,10/03/2023,energen renceng 10 sachet,mantap banget 😫 makasih banyak ya ka 🙏🥰,5
Rusmiati,10/03/2023,Gery O'donuts Box isi 24 pcs,pengiriman cepat,5
Rusmiati,10/03/2023,Tango Wafer Box isi 20 pcs,exp masih lama aman,5
Rusmiati,10/03/2023,Gery Saluut Wafer box isi 24 pcs,pengiriman cepat mantap,5
Adinda,10/03/2023,Marina Hand & Body Lotion UV White 185ml,siap sesuai gambar,5
Reftudie,10/03/2023,pilus garuda renceng 20 pcs,"Bagus, Cepat,Packing OK, Kunjungi juga toko kami di tokopedia.com/gundamnogo",5
Reftudie,10/03/2023,Kenji Net Snack 5gr Renceng isi 10 pcs,"Bagus, Cepat,Packing OK, Kunjungi juga toko kami di tokopedia.com/gundamnogo",5
Reftudie,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,"Bagus, Cepat,Packing OK, Kunjungi juga toko kami di tokopedia.com/gundamnogo",5
Reftudie,10/03/2023,Simba Choco Chip Renceng isi 10 pcs,"Bagus, Cepat,Packing OK, Kunjungi juga toko kami di tokopedia.com/gundamnogo",5
D***a,10/03/2023,Pop Ice Minuman Serbuk renceng isi 10 sct,Terimakasih seller... Barangnya lengkap👌💯,5
D***a,10/03/2023,good day cappucino renceng 10 sachet,Terimakasih seller... Pesanan aman sampai tujuan :),5
Vie,10/03/2023,Mama Suka Rumput Laut pack isi 2,"wow pengiriman cepat, harga murah, packing super aman banget, makasih banyak ya 🙏",5
suharyanto,10/03/2023,Gery Saluut Wafer box isi 24 pcs,,5
V***r,10/03/2023,Nissin Biskuit Kering Rasa Kopi 300gr,"Nissin Biskuit Kering, sesuai pesanan. Trims.",5
V***r,10/03/2023,Nextar Gandumku Coklat Pack isi 10 sct,"Nextar Gandumku Coklat, sesuai pesanan. Trims.",5
V***r,10/03/2023,Nissin Mini Stick Merah Pack isi 10 pcs,"Nissin Mini Stick, sesuai pesanan. Trims.",5
V***r,10/03/2023,Biskuat 1.000 Pack isi 20 pcs,"Biskuat 1.000 pack, sesuai pesanan. Trims.",5
V***r,10/03/2023,Monde Bourbon Choco Pack 24gr x 10 pcs,"Monde Bourbon Choco, sesuai pesanan. Trims.",5
A***n,10/03/2023,ultra mimi 125ml dus isi 40,Pengirman cepat dan pesanan sesuai request. Terimakasih semoga sukses sllu,5
N***s,10/03/2023,energen renceng 10 sachet,udah nyampe y Kaka....lengkap sesuai pesann.soal harga si sdikit mahal trnyata.di toko grosir sekitar rmh dijual dg hrg 16rb n q baru aja tau.tp y udahlah,5
N***r,10/03/2023,Roma Wafello 135gr,pengiriman cepat,5
Nur,10/03/2023,Nextar Gandumku Coklat Pack isi 10 sct,pengiriman cepat,5
Nur,10/03/2023,Selamat Wafer 198gr,pengiriman cepat,5
lilis,10/03/2023,energen renceng 10 sachet,"puas banget👍, mantul.... terimakasih untuk seller, Tokopedia, dan kurirnya... 🙏🙏👍👍",5
lilis,10/03/2023,Miranda Hair Collor,"puas banget👍, mantul.... terimakasih untuk seller, Tokopedia, dan kurirnya... 🙏🙏👍👍",5
lilis,10/03/2023,Selamat Wafer 198gr,"puas banget👍, mantul.... terimakasih untuk seller, Tokopedia, dan kurirnya... 🙏🙏👍👍",5
Arif,10/03/2023,Beng-Beng Share It Pouch isi 30 pcs,packing bagus barang sesuai exp masih lama oktober 22,5
C***r,10/03/2023,tricks potato snack,Mantappp,5
Sofi,10/03/2023,indocafe coffeemix renceng,"toko langganan dan favorite
walaupun beli sedikit pelayanan bagus bgt
pengiriman cepat dan aman diksh kardus
terima kasih banyak iwan&#39;s mart",5
Sofi,10/03/2023,Rinso Anti Noda 5.000,"toko langganan dan favorite
walaupun beli sedikit pelayanan bagus bgt
pengiriman cepat dan aman diksh kardus
terima kasih banyak iwan&#39;s mart",5
Sofi,10/03/2023,saori saus botol 135ml,"toko langganan dan favorite
walaupun beli sedikit pelayanan bagus bgt
pengiriman cepat dan aman diksh kardus
terima kasih iwan&#39;s mart",5
Sofi,10/03/2023,amh jahe merah renceng 12 pcs,"toko langganan dan favorite
walaupun beli sedikit pelayanan bagus bgt
pengiriman cepat dan aman diksh kardus
terima kasih iwan&#39;s mart",5
Sofi,10/03/2023,Paseo Smart Tissue 250 sheet,"toko langganan dan favorite
walaupun beli sedikit pelayanan bagus bgt
pengiriman cepat dan aman diksh kardus
terima kasih iwan&#39;s mart",5
Y***a,10/03/2023,Nissin Mini Stick pack isi 10 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Tobelo Golden Balls Cokelat Toples,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Cho cho lolipop strawberry box 24pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Nabati Bisvit Selimut Renceng pack isi 20 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,go potato biskuit kentang 20 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Klik Crackers 24gr Pack isi 10 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Tango Wafer Box isi 20 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,yupi roletto box 24 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,momogi box 20 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Astor single box 12pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Fullo pack pede isi 24pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Cloud 9 Crunchy Box isi 24 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Y***a,10/03/2023,Nabati Wafer Box isi 20 pcs,"respon cepat,packing aman, barang lengkap,Ed lama",5
Diah,10/03/2023,Tong Tji Super Slop ( 40gr x 10 pcs),.,5
Diah,10/03/2023,Nescafe Classic Renceng isi 10 sct,.,5
A***a,10/03/2023,so nice sosis toples isi 24 pcs,sesuai pesanan 👍,5
R***o,10/03/2023,Rinso Anti Noda Bubuk 10.000,mantap packingnya aman,5
orelle,10/03/2023,kecap lele 340ml,"pengiriman cepat pengemasan baik tidak ada yg bocor, sukses selalu seller",5
Hend,10/03/2023,Indomilk Kental Manis Renceng isi 6 sct,terimakasih pesanan sampai dengan sesuai,5
D***n,10/03/2023,Chitato Renceng isi 10 pcs,"mantap, pertahankan 👍",5
Mustika,10/03/2023,go potato biskuit kentang 20 pcs,Alhamdulillah aman tidak remuk,5
Mustika,10/03/2023,Nabati Ahh Box isi 20,Alhamdulillah aman tidak remuk,5
Mustika,10/03/2023,Close Up Green Pasta Gigi 160gr,Ok,5
Mustika,10/03/2023,milo renceng 22 gr,Mantap,5
D***t,10/03/2023,Tong Tji Tematik Box isi 3 sacet,"fast seller fast delivery
satsett masehhh 👍🏼👍🏼👍🏼",5
a***h,10/03/2023,tango wafle cranchox box 20pc,"respon seller oke, barang oke",5
chio,10/03/2023,Nissin Mini Stick pack isi 10 pcs,👍👍👍👍👍👍👍👍,5
chio,10/03/2023,Pantene Shampoo Renceng,pesen kmaren hari ini udh dateng. sukses terus buat tokonya,5
chio,10/03/2023,Roma Malkist Kelapa Kopyor,👍👍👍👍,5
O***i,10/03/2023,energen renceng 10 sachet,,5
kak,10/03/2023,PAKET BY ORDER,"packing rapi, penjual ramah  , fast respon, barang super lengkap, recomendet bingitzzz... gakk kecewa , super puass, makasih iwansmart",5
Pryta,10/03/2023,Mie Gelas Renceng isi 10 pcs,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Gery Saluut Malkist,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,indocafe coffeemix renceng,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Cha Cha Renceng isi 10 sct,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Yupi Permen 45gr,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Oreo Roll,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Serena Troy Biskuit,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Nextar Box isi 10 pcs,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,Koko Krunch / Milo / Honey Star Cereal Box 170gr,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Pryta,10/03/2023,ultra milk 1 liter,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Bayu,10/03/2023,abc kopi susu renceng,"produk sdh sampe, sesuai dg pesanan. terima kasih",5
S***a,10/03/2023,Tao Kae Noi Big Sheet,mantappp,5
M***h,10/03/2023,kecap lele 340ml,dah repeat order. terimakasih,5
Openi,10/03/2023,Tobelo Golden Balls Cokelat Toples,,4
Openi,10/03/2023,so nice sosis toples isi 24 pcs,,4
Tyazbima,10/03/2023,Telur Ayam Curah Kiloan,mantapp.. uda 2 x belanja disini dan ngga prrnah kecewa.. semoga selalu memuaskan. thx seller,5
D***t,10/03/2023,Garuda O'corn / Popcorn Instan Manis Gurih 80gr,"satsett satsett masehhh🤭🤭
original Garudafood 👍🏼👍🏼👍🏼",5
M,10/03/2023,frisian flag kental manis sachet isi 6pcs,"mantappppl josss
sesuai pesanannn
mantulllllllll
lengganannnmn
kalau pas ada promo
hahahahaahahahh",5
Nasriyati,10/03/2023,top coffee gula aren renceng,"selalu puas belanja disini
proses cepet bgt
pengiriman cepet
packing rapi 
barang lengkap
thanks seller",5
rinawati,10/03/2023,energen renceng 10 sachet,"udh datang lengkap.   hrgau terjangkau,dkirim sangat cpt..rapi pula .",5
A***a,10/03/2023,Nuvo hand sanitizer 50ml gel,semuanya oke,5
d***a,10/03/2023,tango wafle cranchox box 20pc,mantap,5
Produkabe,10/03/2023,abc kopi susu renceng,,5
Lestari,10/03/2023,energen renceng 10 sachet,mkasih paket sdh mndarat maaf gak ada fotonya,5
duwi,10/03/2023,Teh Gopek Celup Jasmine box isi 25,terimakasih pesanan sudah mendarat dengan aman recommended seller fast respon pengemasan aman terimakasih seller n pak kurir sukses selalu,5
Dewi,10/03/2023,Sampoerna Mild 16 Merah slop,"Barang sudah sampai, terimakasih",5
A***d,10/03/2023,gery chocolatos isi 24,sesuai... packing rapi,5
Merry,10/03/2023,Serena Troy Biskuit,"paking rapi,pengiriman cepat barang sesuai pesanan mantap",5
Desni,10/03/2023,energen renceng 10 sachet,packing rapi,5
pratitis,10/03/2023,ultra milk 1 liter,packing rapi...,5
Dharma,10/03/2023,monde egg roll 35gr 10pcs,"Barang sudah diterima dg baik, packing aman. makasih banyak ya..",5
Dharma,10/03/2023,Nabati Bisvit Selimut Renceng pack isi 20 pcs,"Barang sudah diterima dg baik, packing aman. makasih banyak ya..",5
Dharma,10/03/2023,Tango Wafer 1.000 Renceng isi 10 pcs,"Barang sudah diterima dg baik, packing aman. makasih banyak ya..",5
Dharma,10/03/2023,Khong Guan Gabin Cokelat Renceng isi 10 pcs,"Barang sudah diterima dg baik, packing aman. makasih banyak ya..",5
Berlin,10/03/2023,SUN Bubur Bayi Ekonomis 120 gr,Sesuai pack aman dg kardus. Pengiriman cepadd mantap bos sukses ya larez manes Gbu!,5
Berlin,10/03/2023,Ultra Milk 200ml,Sesuai pack aman dg kardus. Pengiriman cepadd mantap bos sukses ya larez manes Gbu!,5
Berlin,10/03/2023,Downy 500 Renceng isi 12 sct,Sesuai pack aman dg kardus. Pengiriman cepadd mantap bos sukses ya larez manes Gbu!,5
Berlin,10/03/2023,Oreo Roll,Sesuai pack aman dg kardus. Pengiriman cepadd mantap bos sukses ya larez manes Gbu!,5
B***n,10/03/2023,Buavita 250ml,Sesuai pack aman dg kardus. Pengiriman cepadd mantap bos sukses ya larez manes Gbu!,5
P***i,10/03/2023,top coffee gula aren renceng,Mantap paket aman paking pakai dus tebal trimakasih,5
Herwin,10/03/2023,so nice sosis toples isi 24 pcs,"oke gan, pengiriman juga sangat oke 😁👍👍👍👍👍",5
fawaz,10/03/2023,Frisian Flag Pouch 560gr,terimakasih tokopedia smga sering2 ngadin cb dan vc freong biar ane sering2 make app kece ini..,5
V***y,10/03/2023,monde egg roll 35gr 10pcs,Thankyou banyak ya kak. Request aku diusahakan tdk remuk dan tdk rusak bener terpenuhi 😍 so happy belanja di sini,5
R***n,10/03/2023,Glade Matic Alat + Reffil Set,sangat sesuai. penjual responsif dan ramah. Kutub baterai pun masih tersegel,5
R***n,10/03/2023,Glade Matic Reffil,sangat sesuai. penjual jg sangat responsif dan ramah,5
Yuliani,10/03/2023,luwak white coffee renceng 10 sachet,kopi luwak white asli mantap.jooooosmakasi,5
Bayu,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,mantap bang sehari sampai ..,5
a***a,10/03/2023,top coffee gula aren renceng,"pengiriman cepat,, barang ok",5
liefong,10/03/2023,mie gemez enaak,Barang oke😊,5
M***i,10/03/2023,Ultra milk cokelat 200ml dus isi 24 pcs,"pengiriman cepat, expired date msh lama. thanks",5
A***f,10/03/2023,Mie Sedaap Goreng,ok,5
A***f,10/03/2023,Kobe Makroni Bon Cabe 150gr,ok,5
Achmad,10/03/2023,Ultra Milk 200ml,mantapu,5
pratitis,10/03/2023,ultra milk 1 liter,"barang sesuai...
packing rapii.......
seller fast respon...",5
Ulin,10/03/2023,indocafe coffeemix renceng,Alhamdulillah mantul gaaskeun...!!,5
ike,10/03/2023,Taro Seaweed renceng isi 10,"Aaaaa suka bangetttt. Bakalan langganan dehh beli ditoko ini
Amanah dan cepat datangnya
Terimakasih kaka",5
ike,10/03/2023,Gery Krekers Beras pack isi 10 sct,"Aaaaa suka bangetttt. Bakalan langganan dehh beli ditoko ini
Amanah dan cepat datangnya
Terimakasih kaka",5
ike,10/03/2023,Chiki Twist Renceng 15gr isi 10 pcs,"Aaaaa suka bangetttt. Bakalan langganan dehh beli ditoko ini
Amanah dan cepat datangnya
Terimakasih kaka",5
ike,10/03/2023,Chitato Renceng isi 10 pcs,"Aaaaa suka bangetttt. Bakalan langganan dehh beli ditoko ini
Amanah dan cepat datangnya
Terimakasih kaka",5
Gracio,10/03/2023,yupi bolicious box 24 pcs,"Vitamin C berguna untuk meningkatkan daya tubuh. Packingnya niat banget pake kardus tebel. Pengemasannya sat set sat set, terbaik👍",5
A***a,10/03/2023,ultra mimi 125ml dus isi 40,pengiriman cepat. barang aman,5
A***a,10/03/2023,ultra milk cokelat 125ml dus isi 40,pengiriman cepat. barang aman.,5
Ali,10/03/2023,Anget Sari Susu Jahe Renceng isi 10,"Respon SELLER OK. PACKING OK. KURIR SICEPAT PARAH, 3 HARI 3 KALI KIRIM BARU SAMPAI SETELAH DI KLAIM!! RECOMMENDED SELLER but UNRECOMMENDED COURIER!!! SELLER 5 * KURIR -0*.",3
muhammad,10/03/2023,Tresemme Shampoo Renceng isi 12 sct,"Ekspedisi antar ulang 2x, pesanan dalam kota butuh beberapa hari",5
muhammad,10/03/2023,Downy 1000 Renceng isi 6 sct,"Ekspedisi antar ulang 2x, pesanan dalam kota butuh beberapa hari",5
C***i,10/03/2023,Mikako Pack isi 10 pcs,"produk bagus...
paking aman kardus tebal...
pengiriman cepat...",5
C***i,10/03/2023,frisian flag kental manis sachet isi 6pcs,"produk bagus..
paking aman tebal..
pengiriman cepat..",5
Pryta,10/03/2023,gery chocolatos isi 24,👍🏻👍🏻👍🏻,5
Produkabe,10/03/2023,energen renceng 10 sachet,,5
Yayi,10/03/2023,Nabati siip box 20s,busa buat cemilan,5
Yayi,10/03/2023,Nabati Wafer Box isi 20 pcs,busa buat cemilan,5
Juvita,10/03/2023,roma sari gandum box 12pcs,thxuuuu exp masih lama bgt cuma sayang nya ga di lapisin buble wrap jadi sedikit pada remuk jajannya,5
Fatikhul,10/03/2023,luwak white coffee renceng 10 sachet,"mantap..udah 2x order disini selalu memuaskan.
.pengen langganan disini terus👍👍",5
R***i,10/03/2023,Mie Sedaap kuah,mantap,5
Reynaldi,10/03/2023,Head And Shoulders Shampoo Renceng,alhamdulillah barang sampai tujuan dengan selamat,5
R***i,10/03/2023,Aqua Botol 600ml,alhamdulillah barang sampai tujuan dengan selamat,5
J***a,10/03/2023,Mitu Baby Wipes Fresh and Clean Buy 1 Get 1,pengemasan sangat cepat. barang diterima dgn baik dan sesuai pesanan.,5
Mustika,10/03/2023,kecap lele 340ml,Mantap,5
